id	sentence	user	fileName	sample	time	vote
0pL0Pk1HU94voo78v1ad	5FiRVyH58OhlpIak6NCX	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/19874033-510d-4bfb-94e3-fed4af820975.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F19874033-510d-4bfb-94e3-fed4af820975.webm?alt=media&token=f1c2cc82-33ad-45cd-88b0-4165c54a7222	1572886152700	-2
0yrq4YBX20os2j5vaSVj	62diFe8JTsfzIvHuPvDK	DKsIblxQIsWAb6JwK5L4nVNys3v1	audio/a47b4eba-105b-4dc0-8978-407bf361ff6c.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fa47b4eba-105b-4dc0-8978-407bf361ff6c.webm?alt=media&token=f5109d34-4761-4162-84eb-64dc8eeb0aad	1572772994515	0
12T1hc6IeB0OiiiBlSIF	1VcEKd1i1cMVoagQGucH	Y3uj7LGGFGcrklUpQDW50rwa0hL2	audio/09706980-d14c-49e6-8b98-deeb4bee1a86.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F09706980-d14c-49e6-8b98-deeb4bee1a86.webm?alt=media&token=9dbf691c-acd3-4aed-81c2-c6cc918dae18	1572439571673	28
137GzYof3FbK6Q6GWRB6	aoHz4cfA70SuAGHrQkvT	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/a504ce72-503c-4ee8-9fdf-5a706dba7383.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fa504ce72-503c-4ee8-9fdf-5a706dba7383.webm?alt=media&token=b109b7cd-2e15-46e3-a931-ce94469abffc	1573228473013	2
14avtmtCwNJitsWaxHXU	2DZmq3g7aq2fV8eA0Rzw	MYf90clR8ehYYBOp1NAncn85tuH3	audio/c79f323a-3909-41db-bc76-3a75d4ca2496.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fc79f323a-3909-41db-bc76-3a75d4ca2496.webm?alt=media&token=45b0c720-5edb-4989-bb06-4ac924b60a37	default	-38
17mCxsWVwP7UnMnE9ynK	08vCWSixKguCxbN8Noel	AzQ1CqU4MZXCAVzqDnLE50H72Jm1	audio/05922453-8273-431e-99a8-53682d738e21.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F05922453-8273-431e-99a8-53682d738e21.webm?alt=media&token=f1637faf-80bc-464c-a807-470eecc27e77	default	25
19Sg441DnBM1h7ltmOOb	otzGxDQTzhM5kNtr7Tit	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/d188c0a1-95d0-4fa9-a7ed-d4cf9d68fd6d.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fd188c0a1-95d0-4fa9-a7ed-d4cf9d68fd6d.webm?alt=media&token=68c84a84-bfd5-4888-8a97-21ee9dfe97d6	1573229116201	2
1IW7FI2MAdMXwK4WO8kh	4lfICTaD7sIhDnvDj2Cw	rCdJt88sHhWxiP7X4sSEsWQB9gG3	audio/dcad3668-447c-4e67-bb93-a0ff66f3abdb.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fdcad3668-447c-4e67-bb93-a0ff66f3abdb.webm?alt=media&token=727ae5af-9b9a-4aa1-9ea0-cb89b079eec0	1572590873236	9
1KcHPGbT6gzPR0A5pWAp	heRFFMaE3SWQeQVxnUaS	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/4b8a0c6d-4734-4020-acf1-a25599f69c5c.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F4b8a0c6d-4734-4020-acf1-a25599f69c5c.webm?alt=media&token=deebead1-a3c9-4c3e-83b4-0f5500ca8f56	1573286336060	2
1QqEsdmWi568nFQaUsE2	64X9NoKgt34aed0ojMbK	SAehMkLkVwQ72DFMr4SqCklMPOX2	audio/a06f17aa-938d-46cb-a5c9-19c3bc7c6518.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fa06f17aa-938d-46cb-a5c9-19c3bc7c6518.webm?alt=media&token=757a464e-bc1c-42e9-80f0-68eff0e88675	1572695490386	0
1SunHS8xbCCxofoEDyDC	xeakXYyefDVUBROcZ2KT	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/e59f195c-7efc-45b5-abfb-214aa9dd460d.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fe59f195c-7efc-45b5-abfb-214aa9dd460d.webm?alt=media&token=268fe9a1-88fc-47bf-b613-42015abb7128	1572581878426	18
1Va5xe7oU66KbncccqKm	2gV6uvB92hHCSuVBaKOD	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/922770d0-6e97-4d35-8fdf-57cccc76a46e.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F922770d0-6e97-4d35-8fdf-57cccc76a46e.webm?alt=media&token=834e7804-b1c4-429c-80de-6f77a8852007	1573035747694	5
1WGINhdbUsptfg5CwTKP	YDKGf6OH3Mz9SsmFJkYb	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/f91b3287-512e-4530-82a1-8bd5900653f3.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Ff91b3287-512e-4530-82a1-8bd5900653f3.webm?alt=media&token=2913925b-0f70-454d-aab8-c33c651d38b8	1573228378182	default
1YwLVvZFR12D96A9awYF	DPqYsxpzpMkDazuNN8y4	ShUt5Mox0cOIN6Es4qaWfSkMOeE3	audio/313e0f8a-8336-4b91-9c43-ea343e9b315c.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F313e0f8a-8336-4b91-9c43-ea343e9b315c.webm?alt=media&token=2e34fdcf-55d2-4c7d-a51f-b7c704c654d0	1572576055536	-10
1Za74Y4Kb1dN3O4G52DX	hL7qhjx7H1MFWHK9GWSb	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/3a6ded19-9418-4357-bd2e-49e9416055fa.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F3a6ded19-9418-4357-bd2e-49e9416055fa.webm?alt=media&token=2cc08c42-410b-4503-a450-87e51cddf988	1573228685252	default
1eXpu6HCcODiLuBXsKfJ	4Gp2fBe40QWF0avwbOYY	g4eAoN3BEuVoazRlmPi4Ud2zTHd2	audio/deef95a9-c11b-40bb-a382-4ea68d46b979.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fdeef95a9-c11b-40bb-a382-4ea68d46b979.webm?alt=media&token=b846028c-3d05-4e35-ab25-153db5796215	1572585302828	13
1lD5g544GehzWPVTU3wB	I5PhkHIohcA8X7JyycsA	59Tt9EuW2DOtyckjvkMVmuPqRW13	audio/d19d960e-497e-4b8b-ae71-f28a102fe435.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fd19d960e-497e-4b8b-ae71-f28a102fe435.webm?alt=media&token=36848726-27c5-431d-a654-3e06eca6b98a	default	19
1mWLO5FpUUXHwb2vKfXZ	64X9NoKgt34aed0ojMbK	3jBdkUX9NmUhEU9cikIgOsfM1KN2	audio/8b0ccaec-0b1e-4fdf-8aaf-876af6622793.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F8b0ccaec-0b1e-4fdf-8aaf-876af6622793.webm?alt=media&token=e78463b2-9ab7-4c7d-8633-d8fd85f1ee1f	1573359690643	1
1ntpzFvTCMzBQzrwOcvB	2DZmq3g7aq2fV8eA0Rzw	c2UZvQV9xbYfBUw847Pypqb5PsS2	audio/b686825f-788b-4e5b-a790-f15f287a21dd.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fb686825f-788b-4e5b-a790-f15f287a21dd.webm?alt=media&token=f65f9205-1aaf-478b-a28f-15211d7e2223	1572597572653	8
1sTzRUJU5spFGAzGFldd	KjUOv2Z0DPme2Z81V8un	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/4994b2d9-d026-4de5-87ab-242334d10fb9.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F4994b2d9-d026-4de5-87ab-242334d10fb9.webm?alt=media&token=5d40a253-3968-4483-b626-111130aa5ed8	1572577950066	9
25jqyjs6ixq44venVi8c	p81ZtnPoJpEqFwSeuEdt	lwegLlqhdSa6pWIFysqrQSSnsV53	audio/d2cf85dd-b161-4ec8-9b09-910966aedafb.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fd2cf85dd-b161-4ec8-9b09-910966aedafb.webm?alt=media&token=afc0cd74-6927-4a56-b88a-0d6383388da8	1572598969124	-5
25x9GVa28txAJ2HDqn7b	zds38MUbRaXijnANQPmH	v6xhN6XKjmTQx6iKjJMvaalIjC72	audio/17e51aae-ce64-4f69-9bb6-2cf6cdba210f.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F17e51aae-ce64-4f69-9bb6-2cf6cdba210f.webm?alt=media&token=e53000a1-14e6-4637-8133-4740edf8def5	1572579483556	-9
26IosIqehaFEeCF70LVO	2hkQEfpIiHauS7txxAH7	g4eAoN3BEuVoazRlmPi4Ud2zTHd2	audio/ee733064-01a4-4d2c-80ad-30588df97178.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fee733064-01a4-4d2c-80ad-30588df97178.webm?alt=media&token=7d8f38f5-3a29-40d9-a86e-66e673db08de	1572585274038	8
28EsoEAuTgQf7wqM9w0i	4Gp2fBe40QWF0avwbOYY	c2UZvQV9xbYfBUw847Pypqb5PsS2	audio/25913bed-a817-49a3-b3bc-0018dcd02299.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F25913bed-a817-49a3-b3bc-0018dcd02299.webm?alt=media&token=30282f7c-457e-4e6c-9f3f-b6c344236087	1572597732287	-5
2Ewyq6pEjfhLRvSxcIyU	uXLRgb8msRNhQRpU1QOm	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/3d1489ed-ab8f-4855-bd9b-c70b5901766a.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F3d1489ed-ab8f-4855-bd9b-c70b5901766a.webm?alt=media&token=c22ac5f3-38b5-46eb-bfc5-8c3b21007d1f	1572581994553	5
2FdGIPo7OHQsXrNwBCoz	1N4JVZwEYimlYUsRV6j7	y8LqHIpyh3PtprX2syOA7wfEzJC2	audio/12e12876-921d-48d6-b3f9-90df1d737ba3.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F12e12876-921d-48d6-b3f9-90df1d737ba3.webm?alt=media&token=c41a4a45-0232-426f-840c-c8b049bea721	1572598869339	-4
2Mg00eEeopmzpsqMhEjF	CfbNRQ7s3vsagHOqtjF9	LTokmTKpwaO6Bdb5fTtoSLYMc8e2	audio/4068a0d8-2631-4cd4-b552-4d61e9818514.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F4068a0d8-2631-4cd4-b552-4d61e9818514.webm?alt=media&token=61527ce7-ee68-4e97-a2d6-9775fef78114	1572575294486	-8
2ZiyFvek9BUTzRR3Bz6N	S83ObTaPAD6LhZOX4mvd	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/d733422f-7696-4415-9b65-7c4bcb2334f4.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fd733422f-7696-4415-9b65-7c4bcb2334f4.webm?alt=media&token=29ad6129-89cb-457a-9496-cb408c9b8e14	1573285993030	default
2cIs74M2cVEFRglovu0U	yqzQphupsXcrpdJEt6mF	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/a4d02721-edf0-4cae-8cee-dde752a03020.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fa4d02721-edf0-4cae-8cee-dde752a03020.webm?alt=media&token=f99345fb-1a65-43b2-a3ac-fc669195b9d0	1573286700366	default
2dZtYZklJl0K0K4BQE9F	C6IffTB9j05IW13AfEPh	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/b0fbb02c-2b9c-49bf-accf-e1c872019b1a.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fb0fbb02c-2b9c-49bf-accf-e1c872019b1a.webm?alt=media&token=f6868217-9823-4a50-91fe-c960f8338f6f	1573287202480	default
2k1NsNe0cVnHpCvF25L2	zds38MUbRaXijnANQPmH	TG9DBqGNvUVf4pqEM7ZnO5QOYql1	audio/b2afdf1b-4ead-46f6-839f-1997a103dfb0.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fb2afdf1b-4ead-46f6-839f-1997a103dfb0.webm?alt=media&token=b8112cb0-0253-4a2f-888d-74673abbb7f5	1572620933300	-1
2p7HfjSUJMyg658XQPaN	9ryZPvZw8IEXin5MNAG0	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/eb07adc1-9dbc-47dd-ad68-75af2d912692.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Feb07adc1-9dbc-47dd-ad68-75af2d912692.webm?alt=media&token=d7894a6d-ebaa-46cb-bec8-330d173f82fb	1573286989893	default
2pIwJ4gxiisDqj9XptA8	InF1lPYnS3bjic5q1ZVu	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/e460ed4c-24f5-4cab-b0f4-2a16527c78bd.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fe460ed4c-24f5-4cab-b0f4-2a16527c78bd.webm?alt=media&token=d4820d36-efa9-476a-88fd-1b9b6ddd9aa9	1572577848966	5
2q4U58EhQ61YZLTwYVcP	YDKGf6OH3Mz9SsmFJkYb	b9br7qKM8QWW0h954mhTKmnDASI2	audio/90935f72-d70a-4075-aae0-cd51af8bcc81.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F90935f72-d70a-4075-aae0-cd51af8bcc81.webm?alt=media&token=ea47d6fb-94df-4a65-940d-c2dce69878b1	1575355857056	default
2z7SHl0MN7zzcYvmwU5V	9LTHRMzJGva8LKfew0xg	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/e801a6bb-b9c4-4c9f-ac77-27c4ef7bef7f.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fe801a6bb-b9c4-4c9f-ac77-27c4ef7bef7f.webm?alt=media&token=7b4287f4-857d-4906-aa56-9b439887375b	1572579898177	2
2ziDe8GUAd1AF0DKGvxG	tojnreyKTydpTYH8JNHp	59Tt9EuW2DOtyckjvkMVmuPqRW13	audio/7f7024c6-234b-4356-931e-b2228dbb5a7e.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F7f7024c6-234b-4356-931e-b2228dbb5a7e.webm?alt=media&token=79bc32ec-5799-444c-8a1d-ca092701c829	default	8
30uphhcr78ANbFxdlelW	WlaSwVZONhbzN1tzsInV	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	audio/bc339b63-6906-4c6f-b6c7-5a6a844a9308.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fbc339b63-6906-4c6f-b6c7-5a6a844a9308.webm?alt=media&token=61be709c-6400-4eaa-b0c0-b86ff3eaf28c	1574011404655	default
31xfN0ACvpmRNgYfmbiN	DPqYsxpzpMkDazuNN8y4	ShUt5Mox0cOIN6Es4qaWfSkMOeE3	audio/5719a58f-823f-45cf-b65b-a96dea7a92fa.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F5719a58f-823f-45cf-b65b-a96dea7a92fa.webm?alt=media&token=882d08b0-7126-4ce8-b295-afc4a2db9b75	1572576062497	-4
39dwHlFmwWHvwZLIBfFn	OX4fKnJZsUVl0V0KfjbT	b9br7qKM8QWW0h954mhTKmnDASI2	audio/0e038089-440d-4c02-ab35-6d2dde3882fa.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F0e038089-440d-4c02-ab35-6d2dde3882fa.webm?alt=media&token=b09d5ebb-42ac-4e60-90a6-8a6ad66a1d1b	1575308693171	default
3LUJUymJSHhzeXQX3cjV	I5PhkHIohcA8X7JyycsA	59Tt9EuW2DOtyckjvkMVmuPqRW13	audio/35434643-e157-42d5-af5a-ddcf2bbf8847.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F35434643-e157-42d5-af5a-ddcf2bbf8847.webm?alt=media&token=5f148ccc-2585-4615-acb4-9ee560e9ba58	default	11
3NDwBfmuM6ItrEWKYTGV	ZAmedAnZiEiQAEBpd7ZA	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/070b769f-d24a-4082-bef4-b00b2f47e4dc.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F070b769f-d24a-4082-bef4-b00b2f47e4dc.webm?alt=media&token=8da7378a-e0ab-4219-a5cd-251453ba5a90	1573228390567	default
3PvGUGNnXkqZdIbratkq	wDqAppG2JEQ9YZySCdBf	59Tt9EuW2DOtyckjvkMVmuPqRW13	audio/d3024b08-6cf8-4e95-9e68-540d12ba2a57.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fd3024b08-6cf8-4e95-9e68-540d12ba2a57.webm?alt=media&token=5ebb626a-27ea-459c-90af-8254cb8657d0	default	9
3QhYs14mKQp4Vjz9WRR7	BiPTF8qKnbpPQuKAfykI	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/9ee0e479-0711-4d50-88ef-2faef92a345a.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F9ee0e479-0711-4d50-88ef-2faef92a345a.webm?alt=media&token=f09788dc-8df8-4758-98b0-3bf2502c1507	1572577416296	3
3S0TyqlDqG9ZztgFID1L	2hkQEfpIiHauS7txxAH7	11nKjHmpoZPhPDxX60Dt2Gxb0DD2	audio/622833e5-d917-41e8-a22f-360478b2983f.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F622833e5-d917-41e8-a22f-360478b2983f.webm?alt=media&token=ec491b48-6aea-4de8-9540-786cf7f39059	1572597978504	0
3ScglfPxLHUCP35G4A39	0l1rvmmCWc8YPDoRU1DS	SAehMkLkVwQ72DFMr4SqCklMPOX2	audio/0faa5f5e-213e-454a-9967-7592cf525154.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F0faa5f5e-213e-454a-9967-7592cf525154.webm?alt=media&token=6451c3ab-f644-4581-9ea1-5ea39b1f3c92	1572695336715	-1
3bdPEbmqOlO7RJufruP6	rRKWjXZu1vlzFi0uqngC	2dEDqqeI3PZx0m2D9EBHUn7noTM2	audio/8207e78c-6637-41f8-badf-8602368eef21.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F8207e78c-6637-41f8-badf-8602368eef21.webm?alt=media&token=57052e77-2167-46ba-952f-82336cea248b	1573229226360	default
3bkMMaTK1WLIE32EtfOX	vu0CbtXQ0t6dPFBR18Eh	lwegLlqhdSa6pWIFysqrQSSnsV53	audio/5c2e7b31-fc46-4bc1-8ceb-08867987c81a.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F5c2e7b31-fc46-4bc1-8ceb-08867987c81a.webm?alt=media&token=8a1f583e-d2f4-4cc1-9d66-55ad2bd3bb79	1572598684302	-3
3irPXLovvYkopbrC9zHj	3AP3GfbDMTRYX3k2me9z	rjh2u8PthLd9AuPARWuuiRcZKfp1	audio/a2e3b0e4-1fed-4830-8656-cd1996d04296.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Fa2e3b0e4-1fed-4830-8656-cd1996d04296.webm?alt=media&token=fa18233c-d9da-4518-843d-86706a94252d	default	5
3jnArGsVXqvRUInHL5Tl	S83ObTaPAD6LhZOX4mvd	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/2fcdb870-edf5-4be2-901f-58d23d489aad.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F2fcdb870-edf5-4be2-901f-58d23d489aad.webm?alt=media&token=a09aca60-fd69-46a3-84d7-92a6495ecdd9	1572580260129	4
3skDFw4lQXOfZD1gz4oX	0RUQfytlKJx3E0rM2hwM	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/181b4565-335a-4ada-9199-b16d2457a149.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F181b4565-335a-4ada-9199-b16d2457a149.webm?alt=media&token=298405c5-2d87-4c71-bb22-917df07d1978	1572576275005	4
3vhK8cDCRmtSUUEeMGTN	mmujzi8AdOyGyLt95lNH	lwegLlqhdSa6pWIFysqrQSSnsV53	audio/5f678b91-e294-47cf-badf-71e5f7265f3f.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F5f678b91-e294-47cf-badf-71e5f7265f3f.webm?alt=media&token=93a1d481-985e-435c-a1dd-b8947e697af3	1572599104488	-2
43xRPTWpKcCLhZ6jCFh8	4Gp2fBe40QWF0avwbOYY	c2UZvQV9xbYfBUw847Pypqb5PsS2	audio/30b1e35d-f85d-4d61-ba59-f2ee39d523e0.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2F30b1e35d-f85d-4d61-ba59-f2ee39d523e0.webm?alt=media&token=36a7d37e-1f3f-4875-8cbb-21f316fecfb6	1572597748654	2
48Jqu52IdqzU8VtaMIZY	HyHbgSZ1Ox5d0LNUKPZS	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	audio/f15c762c-a575-4629-8649-c7b206c13ab4.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Ff15c762c-a575-4629-8649-c7b206c13ab4.webm?alt=media&token=4719e54a-414b-410f-8eb9-c83a20ee0c40	1572577807725	2
4C48lQp2aDnRzQNycV3c	FcSWgUhCa6k19SkCwzQN	3jBdkUX9NmUhEU9cikIgOsfM1KN2	audio/fdb029a7-a4e6-4d4c-9c81-4736e17306c8.webm	https://firebasestorage.googleapis.com/v0/b/malayalam-speech-corpora.appspot.com/o/audio%2Ffdb029a7-a4e6-4d4c-9c81-4736e17306c8.webm?alt=media&token=11ea0110-794a-429a-83ed-356dfb125087	1573359837861	default
